,product_name,energy_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g,saturated-fat_100g,nutrition-score-fr_100g,nutrition_grade_fr
188451,Rosé pamplemousse,,,,,,,,
298894,Trésor Chocolat au Lait,1873.0,30.0,3.0,7.1,0.393700787401575,5.1,16.0,d
209974,Saveurs du Soir - infusion Grand Sud - Réglisse Menthe,17.0,0.5,,0.5,0.0,0.0,2.0,c
340544,Courgettes Bio,71.0,2.5,1.0,1.2,0.008,0.1,-1.0,a
238304,Galettes au sarrasin bio,,,,,,,,
250811,Tapenade noire facon des bergers Varois AU BEC FIN,975.0,0.5,10.0,1.1,0.8661417322834649,3.0,8.0,c
197045,Salade mélangée prête à consommer (3/4 portions),,,,,,,,
322313,Contrex,,,,,,,,
276776,CROUTONS NATURE,1582.0,1.6,3.4,11.0,0.590551181102362,4.3,10.0,c
305636,Saveur D'été,222.0,11.0,1.7,0.2,0.0,0.0,-5.0,a
248748,Yaourt Nature 1 / 2 Ecreme,234.0,4.39,0.0,4.15,0.0,1.8,-1.0,a
346759,Moules fraîches de Hollande Extra,527.0,0.0,,17.2,0.393700787401575,1.0,0.0,b
186137,Basis Müsli,,,,,,,,
259754,Smicy Noix De Coco,1209.0,25.0,1.4,2.9,0.137795275590551,12.0,18.0,d
337272,Taglioni,1577.0,2.1,2.9,16.4,0.614173228346457,1.21,7.0,c
235602,Compote pomme mangue acérola bio,255.0,13.1,2.2,0.4,0.00196850393700787,0.2,-6.0,a
302002,Succade (citronat),,,,,,,,
217001,Porc A LaDijonnaise,393.0,1.2,,5.4,0.413385826771654,1.8,3.0,c
233865,Blanc de dinde,,,,,,,,
227371,Riz au lait,,,,,,,,
254460,6 Coquilles Noix de St Jacques à la Bretonne 60%,444.0,2.8,0.7,9.8,0.393700787401575,3.2,3.0,c
220068,Jus d'Orange ,187.0,9.3,0.0,0.7,0.0,0.0,4.0,c
225127,Myrtille Framboise au Miel,1590.0,0.0,0.0,0.0,0.0,0.0,4.0,c
277555,Chocolat au Lait Pépites de Caramel & Sel de Guérande,2330.0,51.0,,7.0,0.23622047244094502,22.0,28.0,e
244486,Spirales Blé & Pois Cassés Bio - ? Priméal,1515.0,4.2,6.6,13.6,0.0393700787401575,0.5,-6.0,a
283426,DM Bio Tortelloni Tofu,1293.0,2.5,4.7,9.7,0.26771653543307106,2.1,-3.0,a
205114,"Le jambon supérieur cuit à l'étouffée sans couenne VPF MADRANGE, 4 tranches",477.0,0.7,0.0,21.0,0.748031496062992,1.1,5.0,c
267830,Compote pomme poire,264.0,14.0,2.2,0.3,0.0,0.0,0.0,b
341969,Garbanzo Natural Extra 370GR,414.0,0.5,0.0,6.0,0.3543307086614171,0.3,1.0,b
302309,Orange Flavored Drink,,,,,,,,
197215,Confit de Canard du Sud-Ouest,1289.0,0.0,,24.0,0.590551181102362,8.2,17.0,d
218771,Cuillers pâtissiers,1491.0,46.9,1.3,6.9,0.16,0.8,14.0,d
308610,Zero Lemon,4.0,0.0,,0.0,0.00393700787401575,0.0,1.0,b
259759,les Allégées en Sucre Abricot,686.0,38.0,1.1,0.5,0.005118110236220471,0.1,4.0,c
217349,Lait demi-écrémé,194.0,4.9,,3.2,0.118110236220472,0.9,1.0,b
285859,Jambon de la Forêt Noire,869.0,1.0,,24.0,1.96850393700787,4.5,16.0,d
198196,Compote Veloutée pomme pêche douceur,272.0,14.5,1.9,0.4,0.0,0.0,-4.0,a
212690,Vinaigre de cidre de Normandie,,,,,,,,
220759,Viande des grisons,857.0,0.6,0.0,32.0,1.96850393700787,2.4,14.0,d
216622,PROMO Biscuits sésame BIO le paquet de 180 g,2033.0,19.6,4.6,9.6,0.200787401574803,2.3,9.0,c
232697,Fromage ail & fines herbes Tartare,1460.0,2.5,0.0,7.0,0.433070866141732,24.5,18.0,d
257819,Viande des Grisons,775.0,0.7,,39.0,1.8110236220472402,1.2,13.0,d
275128,Riz Jasmin demi-complet,1478.0,0.3,3.0,7.2,0.0236220472440945,0.4,-4.0,a
67437,Sesame Soda Crakers,1757.0,1.0,3.0,12.0,0.393700787401575,6.0,10.0,c
277549,Œufs de Saumon,1029.0,0.5,,29.7,1.1811023622047199,3.2,16.0,d
195352,Quinoa Facile - Duo de Quinoa - Blé - Lentilles,1485.0,1.9,8.0,14.0,0.00393700787401575,0.6,-6.0,a
238767,Lasagne à la bolognaise,551.0,2.3,,6.8,0.3543307086614171,2.4,2.0,b
247227,Quatre-épices,,,,,,,,
207480,Jambon supérieur fines tranches découverte dégraissé ,,,,,,,,
223428,4 Pains Carrés Burger,1162.0,4.4,2.4,7.9,0.448818897637795,0.3,0.0,b
219881,"Farine De Sarrasin U,",1456.0,1.4,6.7,11.8,0.0,0.3,-6.0,a
204840,Vermicelles,1845.0,63.0,,2.0,0.0826771653543307,7.4,22.0,e
245757,Yaourt 0% de Matière Grasse,151.0,4.5,0.0,4.3,0.0393700787401575,0.1,-2.0,a
227419,Tarte tatin,944.0,21.2,2.0,1.8,0.0590551181102362,5.3,9.0,c
273365,Batonnets Saveur Crabe,473.0,3.4,0.0,8.5,0.708661417322835,0.3,3.0,c
200026,Orange,120.0,5.9,,0.2,0.0,0.0,8.0,d
300657,New York Cheesecake,1464.0,22.2,0.5,4.2,0.19685039370078697,11.8,20.0,e
251870,Kouign-amann,,,,,,,,
268086,My Mix Love Framboise,2063.0,33.0,7.2,13.0,0.0196850393700787,4.1,12.0,d
228359,Poêlée Façon Kébab LEADER PRICE,622.0,1.8,2.5,4.5,0.2,3.0,0.0,b
205061,Mousse de Foie et sa pointe de crème,1057.0,1.4,,11.0,0.669291338582677,9.2,19.0,e
278033,Anostéké Blonde,,,,,,,,
233357,Baguettes tranchées  grillees,1707.0,2.8,5.1,13.0,0.6693070866141729,0.9,7.0,c
214393,"Pain Spécial Maïs Tournesol, La Pièce De,",1146.0,6.3,,10.1,0.318897637795276,0.5,2.0,b
315714,Mélange Fruits Secs,1920.0,41.0,7.0,10.0,0.19685039370078697,4.0,14.0,d
246470,Tartelettes à la fraise,1873.0,30.7,,5.3,0.192913385826772,8.5,21.0,e
252638,7up,121.0,7.0,,0.0,0.0118110236220472,0.0,10.0,e
241547,Chips à l'ancienne nature,2308.0,0.7,4.7,5.0,0.512,3.4,9.0,c
267876,Framboise,856.0,47.0,4.5,0.8,0.0,0.0,6.0,c
334617,CIOCCOLATO NOVI TAVOLETTA GR. 75 NERONERO FONDENTE,2636.0,8.8,,9.0,0.0354330708661417,32.2,17.0,d
205143,Le gourmet,456.0,0.7,,21.0,0.748031496062992,1.0,4.0,c
322144,L'Escargot lait,2365.0,47.4,4.3,6.8,0.0393700787401575,13.7,22.0,e
329052,Toblerone White Chocolate Large Bar,2247.0,62.0,0.2,6.1,0.0905511811023622,18.0,27.0,e
204167,Lait candia demi ecreme,192.0,4.8,0.1,3.2,0.0393700787401575,1.0,0.0,b
182967,Prosciutto Cotto,665.0,0.9,0.0,18.5,0.688976377952756,3.0,5.0,c
330025,Sucralose,1602.0,0.03,0.0,0.0,0.0,0.0,4.0,c
264881,Sauce Pesto rouge à la tomate,1152.0,3.8,3.5,4.8,0.905511811023622,4.6,13.0,d
274165,Haricots Blancs,370.0,0.7,6.1,6.2,0.31496062992126,0.4,-4.0,a
113911,Edam Hollande Jeuner,1343.0,0.0,0.0,26.0,0.9842519685039369,16.0,24.0,e
274663,Chocolat au lait cajou caramélisée Cacao origine République Dominicaine Ethiquable,2054.0,40.8,1.3,7.4,0.0984251968503937,17.4,25.0,e
251816,Cidre artisanal bouché brut,,,,,,,,
226955,Nectar Pêche-Poire,187.0,11.0,,0.0,0.0,0.0,15.0,e
188824,Levures chimiques,117.0,5.0,,6.0,1.96850393700787,1.0,11.0,d
306266,Sauce Américaine ,1301.0,5.3,,2.5,1.5748031496063,2.1,16.0,d
264932,Pain de mie sans gluten,1294.0,1.3,5.4,3.7,0.31496062992126,1.2,0.0,b
182079,Tomme de Savoie,1535.0,0.2,,25.0,0.590551181102362,23.0,15.0,d
187095,Côtes de porc,,,,,,,,
198990,Crème glacée rhum-raisins,799.0,24.0,0.0,2.8,0.0393700787401575,5.3,12.0,d
297984,Sumptuous thé vert fraise bio,,,,,,,,
228995,Boudin Noir Au Sel De Guerande,1146.0,1.2,0.0,11.0,0.5118110236220471,9.2,17.0,d
224025,Viande des Grisons ,883.0,0.5,0.0,40.0,1.8110236220472402,2.0,13.0,d
261364,Crème dessert Délisse Chocolat,686.0,18.0,1.0,3.5,0.078740157480315,5.1,7.0,c
221113,"Crème UHT entière liquide U, 35% de MG, brique de",1406.0,3.2,0.0,2.1,0.0393700787401575,23.0,23.0,e
265746,Petits Pois a L'etuvee Extra Fin,368.0,3.7,6.1,5.8,0.208661417322835,0.2,-10.0,a
223568,Croustillants Goût bacon,2038.0,2.6,3.0,6.4,0.62992125984252,1.9,9.0,c
235352,Compote,285.0,12.3,2.0,0.9,0.000393700787401575,0.1,0.0,b
188466,Canard laqué aux champignons noirs,464.0,2.8,0.0,10.0,0.295275590551181,1.8,0.0,b
329488,Suchard Morceaux De Chocolat,1109.0,50.0,3.0,5.0,0.0,15.0,19.0,e
199964,Sel rose de l'Himalaya,,,,,,,,
182067,Méga burger,1184.0,5.9,,9.4,0.484251968503937,0.8,4.0,c
214511,Tranches Fines Poitrine Nature,1201.0,0.5,,15.9,1.09842519685039,9.8,22.0,e
244396,"Maïs Doux, 370 ML",268.0,2.0,1.7,2.0,0.23622047244094502,0.1,-1.0,a
307306,Sauce émulsionnnée aux herbes (sauce algérienne),,,,,,,,
262206,Yaourts au lait entier de Haute-Savoie sur lit de fruits jaunes,442.0,14.0,0.5,3.1,0.0511811023622047,1.8,4.0,c
219889,Velouté 7 légumes,130.0,1.2,1.7,0.7,0.244094488188976,0.2,0.0,b
280369,Sucre en morceaux,,,,,,,,
240855,Son De Ble,1180.0,2.6,36.4,16.1,0.0,0.0,-7.0,a
227966,Poulet à l'indienne,882.0,3.9,,11.6,0.47244094488189003,0.6,2.0,b
265663,Champignons entiers 1er choix,109.0,2.3,,1.9,0.295275590551181,0.0,2.0,b
271294,Chocolat Au Lait Aux éclats De Croustichoc Bio & équitable,2377.0,48.0,1.8,6.7,0.0905511811023622,23.0,26.0,e
265245,Moutarde de Dijon Forte,623.0,2.7,0.0,7.2,2.55905511811024,0.8,11.0,d
249568,Spécialité de saucisson sec Saint Agaûne,1230.0,2.1,0.0,40.3,1.8503937007874,4.7,17.0,d
229272,Madeleines Pur Beurre,1892.0,34.0,1.2,6.3,0.326771653543307,15.5,24.0,e
272807,Mélange Exotique,,,,,,,,
273598,Pain Fruits Montagnard,1293.0,12.0,8.0,7.5,0.3543307086614171,0.6,-1.0,a
235926,Pur Jus De Tomates,71.0,2.7,1.0,0.8,0.0,0.0,4.0,c
178969,Baguette Céréales,1213.0,2.4,4.4,10.0,0.47244094488189003,0.6,-2.0,a
204517,La Madeleine au beurre frais,1879.0,26.0,0.0,6.4,0.366141732283465,17.0,24.0,e
298017,Creme Brulee Flavour White Hot Chocolate,1925.0,74.4,0.0,4.2,0.255905511811024,9.1,26.0,e
348754,Margarina Sabor Mantequilla De Tulipan,2632.0,0.0,0.0,0.5,0.20472440944881898,19.0,19.0,e
197124,BN Duo,1888.0,35.4,,7.0,0.326771653543307,8.4,23.0,e
190043,compté,1749.0,0.0,0.0,26.7,0.32165354330708695,22.5,18.0,d
271071,Reine Des Neige,787.0,56.0,30.0,9.0,0.78740157480315,15.0,25.0,e
337725,Sauce Provençale Barilla,268.0,4.5,1.7,1.5,0.393700787401575,0.2,2.0,b
220437,Miettes de thon,640.0,3.6,0.6,12.6,0.47244094488189003,1.4,2.0,b
252092,Lentilles vertes,,,,,,,,
222249,4 tranches de jambon cuit supérieur,484.0,0.5,0.5,20.1,0.78740157480315,1.1,5.0,c
298863,Trésor chocolat au lait,1873.0,30.0,3.0,7.1,0.393700787401575,5.1,16.0,d
311732,Lighty sea salted,2089.0,2.0,5.3,5.9,0.19685039370078697,2.5,2.0,b
234330,Pois chiches,459.0,0.7,0.3,6.8,0.19685039370078697,0.3,-1.0,a
238573,Orge Mondé Précuit,1264.0,1.2,31.4,12.4,0.0078740157480315,0.46,-7.0,a
254557,Chocolat Noir Surfin,,,,,,,,
198956,Lemonade,71.0,3.9,0.0,0.0,0.0236220472440945,0.0,0.0,b
267421,Gratinée à la bordelaise Colin d'Alaska crumble croustillant,761.0,1.0,0.7,11.0,0.47244094488189003,2.2,4.0,c
218188,Pêches demi-fruits au sirop,357.0,18.6,1.3,0.5,0.0078740157480315,0.0,-1.0,a
248964,Langues de chat,1831.0,44.3,,5.4,0.23228346456692897,4.9,20.0,e
271821,Yourts Aux Fruits Avec Morceaux,406.0,14.6,0.0,3.4,0.0433070866141732,1.7,3.0,c
350422,Tartine & Cuisson Doux,2200.0,0.5,0.5,0.5,0.13,18.0,11.0,d
228671,Sirop de poire,1326.0,77.7,0.0,0.5,0.0078740157480315,0.0,13.0,d
350639,Mentos Pop Ins,1628.0,68.0,,0.0,0.078740157480315,3.4,17.0,d
266054,P'tits Carrés,1305.0,2.0,0.0,8.5,0.47244094488189003,21.0,18.0,d
230825,Purée de pomme de terre au colin d'Alaska et aux épinards,394.0,1.8,1.6,4.3,0.19,2.7,1.0,b
209676,Emmental Grand Affiné,1529.0,0.0,,28.0,0.326771653543307,20.0,12.0,d
193713,Canapés Rond Fruits De Mer,1163.0,3.7,5.1,7.8,0.433070866141732,0.6,-2.0,a
230479,Poêlée De Legumes Verts,272.0,3.1,4.3,3.6,0.12992125984252,0.3,-6.0,a
308280,Coca-Cola sans caféine,188.0,11.0,0.0,0.0,0.0,0.0,15.0,e
265425,Fromage blanc en tube,452.0,13.9,0.1,6.4,0.031496062992126,1.8,2.0,b
201002,Plateau raclette lait pasteurisé/cru/thermisé saveurs des 3 monts ENTREMONT TERROIRS ET SELECT...,1515.0,0.5,0.0,23.0,0.669291338582677,20.0,21.0,e
329750,Tendre au Lait,2406.0,52.0,1.0,5.3,0.173228346456693,21.5,27.0,e
277117,Crème glacée Caramel au beurre salé,940.0,21.3,,3.4,0.19685039370078697,7.6,15.0,d
197983,Vinaigre d'alcool blanc (8% d'acidité),,,,,,,,
252848,Granini Pomme,180.0,9.7,0.0,0.05,0.0,0.1,3.0,c
278656,Glace artisanale au caramel,460.0,0.49,2.86,0.52,0.14173228346456698,3.06,1.0,b
213788,Le plein de tonus,1594.0,78.6,0.0,5.6,0.0905511811023622,1.4,16.0,d
199722,Mini Sachet Bonbons Haribo Banane,1510.0,74.0,0.0,2.8,0.00393700787401575,0.1,14.0,d
268433,P'tit savane tout choco,1782.0,28.0,,5.6,0.248031496062992,3.1,16.0,d
216052,Jus de tomate salé BIO,75.0,2.7,0.0,1.1,0.122047244094488,0.1,-4.0,b
206480,Sirop Framboise Violette,1413.0,81.7,0.1,0.1,0.1,0.1,15.0,d
266815,Taboulé oriantal Bio,816.0,2.8,,4.2,0.299212598425197,0.9,3.0,c
205644,Sauce Mayo,,,,,,,,
192943,Confipote Fraise,694.0,38.5,,0.5,0.0236220472440945,0.5,8.0,c
182984,Tomate Cerise,,,,,,,,
235885,Le Verger Bio - Cocktail Pruneau,280.0,11.4,0.5,0.0,0.00393700787401575,0.0,8.0,d
208399,Lait Demi-écrémé,195.0,4.8,,3.2,0.0511811023622047,1.0,0.0,b
252152,Les aromatisées Saveur Poulet braisé,2257.0,2.0,,6.4,0.62992125984252,3.1,15.0,d
275642,Super cookies coeur fondant au chocolat au lait et noisettes,2236.0,28.0,,7.0,0.311023622047244,14.0,25.0,e
232146,Raisin bio Vittoria,,,,,,,,
200922,Fruigolo Tropical,155.0,7.8,,0.0,0.0,0.0,12.0,e
201233,Schweppes,105.0,5.8,,0.0,0.0,0.0,8.0,d
307707,Ketchup,2229.0,2.9,,6.1,0.5118110236220471,3.0,13.0,d
247236,Thé Noir,,,,,,,,
238476,Thon entier,992.0,0.0,990.0,25.5,0.393700787401575,1.6,-3.0,a
198598,"Galettes épinards, brocolis, pois & touche d'ail des ours ",426.0,1.6,4.1,4.8,0.25984251968503896,0.8,-9.0,a
246054,Goûters Cacao'Lait,1982.0,27.0,5.4,8.7,0.192913385826772,7.3,14.0,d
293736,Gratte-cul,226.08,13.0,,0.0,0.00531496062992126,0.0,17.0,e
196246,Fruits au sirop Mirabelles,,,,,,,,
214377,Gesiers de canard confit,724.0,0.5,,28.9,0.62992125984252,2.2,5.0,c
267559,Carottes Cal. 20-35 ,,,,,,,,
347442,Delicious Fruits Rouges Thé Vert,17.0,0.0,0.0,0.5,0.0,0.0,0.0,b
267966,Cotronnade,100.0,6.7,0.01,0.01,0.00393700787401575,0.01,9.0,d
321706,Yes Caramel,644.0,12.8,0.3,1.5,0.0236220472440945,4.5,7.0,c
257868,Carrefour,699.0,0.0,0.0,4.4,0.0393700787401575,0.0,0.0,b
331483,Café moulu arôme intense,0.0,0.0,,0.0,0.0,0.0,,
267635,Oranges pressées (offre éco),209.0,11.0,0.8,0.7,0.0,0.0,4.0,c
251626,Rillette,1636.0,0.5,,15.0,0.492125984251969,14.2,19.0,e
248838,Vinaigre balsamique de Modene,209.0,8.0,,0.5,0.0,0.0,1.0,b
227288,Jus de Pomme,167.0,9.5,,0.0,0.0078740157480315,0.0,13.0,e
208497,Céréales fourrées chocolat noisettes,1812.0,25.0,3.1,6.8,0.275590551181102,3.5,12.0,d
304614,Strawberries (fraises) Séchées - 150 G - Purasana,1339.0,78.0,2.0,1.0,0.0236220472440945,0.5,11.0,d
317839,Cassis Bonbons suisses aux plantes,990.0,0.0,0.0,0.0,0.0,0.0,2.0,b
278689,Boisson Nutritive Au Chocolat,1782.0,20.4,6.7,12.0,0.161417322834646,1.7,17.0,e
258693,Biscuits ronds nappés de chocolat noir,2092.0,26.3,3.3,6.5,0.18228346456692895,12.8,19.0,e
274816,Noix de coco râpée,2761.0,7.0,16.0,7.0,0.037007874015748,55.0,5.0,c
196654,Betises de cambrai,1611.0,78.0,0.0,0.5,0.0393700787401575,0.01,14.0,d
212433,Bordeaux,,,,,,,,
314823,Marshall - Major Noir,21.0,5.0,100.0,100.0,19.685039370078698,5.0,10.0,c
261766,"Saucisson Sec Bio Village, 200g",1803.0,1.0,0.5,28.0,1.69291338582677,14.0,25.0,e
248152,4 bonshommes de Neige,955.0,8.2,0.1,3.3,0.04,20.7,13.0,d
259482,Pomme Banane,297.0,13.7,1.3,0.5,0.00196850393700787,0.2,-3.0,a
224117,Mousse Pur Beurre De Cacao,1368.0,29.0,1.2,9.2,0.0669291338582677,13.0,19.0,e
222619,Tagliatelles carbonara à la crème fraîche,615.0,0.7,1.0,5.4,0.299212598425197,3.5,3.0,c
267142,Salade & perles de couscous Falafels,958.0,2.7,,5.6,0.18503937007874,2.7,3.0,c
178016,Crunchy,1662.0,18.8,8.8,7.6,0.0393700787401575,1.5,0.0,b
248523,Biscuit rose,1640.0,53.0,1.5,8.4,0.0708661417322835,1.0,12.0,d
250683,Terrine de Canard aux Olives,,,,,,,,
199466,Le Haché jambon emmental fondu,665.0,1.1,,17.0,0.590551181102362,4.5,11.0,d
278392,Yaourt au Lait de Brebis Nature,418.0,2.9,,5.1,0.145669291338583,4.5,3.0,c
227391,Pause dessert fraise,381.0,10.8,,6.1,0.0393700787401575,1.6,1.0,b
192143,Mikado chocolat blanc ,2030.0,41.5,1.7,6.1,0.275590551181102,12.0,26.0,e
208895,Chorizo,1745.0,3.9,,19.0,1.75590551181102,14.0,25.0,e
240408,Petit salé Lillois,,,,,,,,
228656,Sirop de fraise,1381.0,81.2,,0.0,0.0118110236220472,0.0,20.0,e
200199,Miel d'Acacia et Gelée Royale Bio,,,,,,,,
262936,Bouillon De Boeuf,1255.0,0.3,0.0,0.9,2.2401574803149598,1.4,14.0,d
240607,Oignons jaunes,,,,,,,,
227881,Pizza 3 fromages,1058.0,3.0,2.8,11.2,0.42913385826771705,5.5,9.0,c
218874,Grana Padano Lait Cru,1665.0,0.0,0.0,33.0,0.590551181102362,18.0,20.0,e
220201,Stévia,8.0,0.0,0.0,0.0,0.0,0.0,0.0,b
263425,Brioch'burger,1347.0,9.37,,9.21,0.38582677165354295,1.9,11.0,d
198299,Taboulé au poulet grillé ,741.0,3.0,2.5,6.0,0.393700787401575,0.8,0.0,b
275788,la 10 Citron-Menthe,356.0,21.0,,0.5,0.00393700787401575,0.1,20.0,e
266592,Les dés - meule fruitée,1774.0,0.5,,27.0,0.5118110236220471,24.0,20.0,e
66703,Bouillon de poulet,138.0,0.1,0.0,1.4,0.19685039370078697,0.1,2.0,b
178429,Recette à l'Emmental Français et aux échalottes grillées,1036.0,1.0,2.3,11.0,0.33858267716535395,5.1,8.0,c
213805,camembert,1130.0,,1.33,20.0,0.591,15.0,,
267770,Fruits Rouges Recette Veloutée,364.0,19.0,3.0,0.6,0.0,0.0,1.0,b
237206,Sablé à la châtaigne - A base de farine de riz,1904.0,29.8,3.9,5.7,0.0078740157480315,10.0,15.0,d
185677,Poulet fumé,711.0,1.4,0.0,18.6,0.669291338582677,2.9,11.0,d
247092,Haagen Dazs Cream Crisp Double Caramel,1753.0,24.4,0.2,3.7,0.251968503937008,12.9,22.0,e
202981,Deep Ridged saveur Sour Cream & Onion,2171.0,2.0,4.4,6.5,0.433070866141732,2.7,7.0,c
195030,Torti (+ 20 % Gratuit),1548.0,3.7,3.6,13.0,0.005118110236220471,0.35,-6.0,a
207612,Crème Entière Fluide (30 % MG),1214.0,3.8,,2.3,0.0393700787401575,20.0,13.0,d
210217,Fourres au chocolat noir bio,2000.0,27.0,4.8,7.1,0.19685039370078697,7.0,13.0,d
232387,Le Yaourt craquant Senoble,861.0,15.4,1.0,4.4,0.06,6.6,10.0,c
336439,Tartufo bianco a base di olio extra vergine di oliva,,,,,,,,
195557,Chipolatas Saveur Authentique,1079.0,1.0,0.0,14.0,0.590551181102362,1.8,5.0,c
273136,Confiture De Cédrat Bio,1038.0,49.3,,0.4,0.0,0.0,20.0,e
334496,Agnolotti ricotta épinards,976.0,1.9,,11.0,0.346456692913386,4.2,4.0,c
281732,Bouillon de légumes Bio pauvre en sel (8 tablettes),37.0,0.1,0.1,0.5,0.05,0.3,,
272630,Fines Gaufrettes Chocolat,2197.0,38.0,2.6,5.5,0.078740157480315,8.0,18.0,d
274403,Vitamines Oursons goût Orange,1043.0,44.16,0.0,3.88,0.0078740157480315,0.0,12.0,d
274489,Antisociale,,,,,,,,
265874,Snacks funny ghost sale,2021.0,5.9,,4.4,0.748031496062992,2.6,17.0,d
313462,Creamy candy,1695.0,51.4,,5.1,0.0511811023622047,4.4,19.0,e
204644,"Madeleine aux oeufs élevés en plein air ST MICHEL, 2 paquets de",1895.0,29.0,2.0,6.0,0.307086614173228,2.0,13.0,d
52137,Blue Diamond Almond Breeze Unsweetened Vanilla 8X1L,54.0,0.1,0.3,0.5,0.0,0.1,0.0,b
239524,Oranges - Fraises,182.0,8.5,1.0,0.6,0.0118110236220472,0.1,2.0,c
267195,Olives vertes entières,694.0,0.01,,1.4,1.68,2.8,9.0,c
261305,Yaourt Nature,192.0,4.0,0.4,5.7,0.551181102362205,16.0,16.0,d
241134,Lentilles et Tofu Fumé sauce Vinaigrette,695.0,0.5,6.5,9.3,0.551181102362205,1.1,-1.0,a
335758,Thé vert menthe extreme,25.0,0.0,,0.34,0.0,0.0,1.0,b
271747,Aligot,732.0,0.5,7.0,7.5,0.3543307086614171,7.8,7.0,c
199158,Blanc de poulet doré au four (4+1 gratuite),433.0,1.0,,21.0,0.708661417322835,0.4,3.0,c
205806,Crusty Picks From. graines Courges,1883.0,3.6,,17.1,0.78740157480315,5.9,18.0,d
275840,Crème Dessert Speculoos,488.0,14.7,,3.0,0.11417322834645698,2.0,5.0,c
218020,Nuggets de poisson,828.0,1.4,1.3,11.2,0.405511811023622,1.0,0.0,b
202294,Sucre Glace,1674.0,98.0,0.0,0.0,0.0,0.0,14.0,d
186638,Emmental,1544.0,0.5,,27.0,0.19685039370078697,19.0,16.0,d
229349,Chips,2314.0,0.4,4.8,5.0,0.433070866141732,3.2,8.0,c
259257,Smicy Vanille,1282.0,30.0,0.7,3.6,0.0511811023622047,11.0,19.0,e
182546,Fusillini à la semoule de blé dur,1481.0,3.2,3.5,12.0,0.0,0.3,-5.0,a
236604,Pommes duchesse,632.0,0.3,3.2,2.5,0.405511811023622,0.8,0.0,b
248443,Mangue des Indes,540.0,30.71,0.89,0.57,0.00393700787401575,0.03,6.0,c
261550,Petales Choco,1636.0,29.0,6.5,9.3,0.15748031496063,1.2,7.0,c
227028,Cranberry Classic,167.0,9.3,,0.0,0.00393700787401575,0.0,13.0,e
191965,Nutella,2284.0,56.8,,6.0,0.0393700787401575,11.0,26.0,e
208570,Galettes Riz Quinoa fines,1655.0,1.0,,9.6,0.062992125984252,0.5,-1.0,a
211452,Crème d'Isigny AOP,1570.0,2.9,,2.4,0.031496062992126,28.5,14.0,d
224314,Tofinelle roquefort et figues,644.0,2.4,5.0,13.0,0.32283464566929104,2.0,-5.0,a
220007,"Jambon de Paris a teneur en sel reduit U, 4 tranches",418.0,0.27,1.0,9.0,0.393700787401575,1.0,-1.0,a
199642,Oeufs au plat,1418.0,60.0,,5.0,0.00393700787401575,0.1,14.0,d
257012,Soupe du jour Velouté de 8 légumes,185.0,2.0,0.9,0.6,0.252,0.3,0.0,b
226121,Sauce Béchamel,1536.0,17.9,,5.6,3.03149606299213,0.5,,
308803,Yummy Bar Smooth Protein 35 g Biscuits Et Crème,1573.0,37.0,8.0,26.0,0.0,3.5,10.0,c
331847,4 Kinder Surprise,2310.0,52.1,0.0,8.1,0.127165354330709,22.6,27.0,e
213363,Le vinaigre de Cidre,,,,,,,,
208252,Concentré Citron Vert Avec Pulpe,130.0,1.2,0.5,0.5,0.0,0.1,6.0,d
194492,Saumon fumé Norvège,791.0,,,22.0,,2.8,,
261607,Poires Williams,314.0,14.0,1.5,0.5,0.00393700787401575,0.1,-4.0,a
255381,240G Menthe Eucalyptus,1590.0,67.0,0.0,0.0,0.0,0.0,14.0,d
231457,6 spanakopitas,1019.0,1.7,2.5,7.4,0.484,3.6,8.0,c
176523,Les Surgelés - Fondant au Chocolat ,1967.0,29.7,,4.9,0.0236220472440945,23.0,21.0,e
284366,Jus Betteraves Rouges Lacto Fermente Tetra,159.0,7.5,,0.5,0.0,0.0,11.0,e
350741,Kékette Extra Large,,,,,,,,
215398,Petits oignons Blancs,95.0,2.8,,0.7,0.669291338582677,0.1,2.0,b
257233,Jus de carotte bio,105.0,5.4,0.6,0.5,0.0275590551181102,0.0,-2.0,b
269834,Riz rond complet bio,1510.0,0.5,4.5,6.7,0.0078740157480315,0.5,-5.0,a
236784,Bresaola,703.0,0.9,,32.0,1.5748031496063,1.4,13.0,d
195701,Pommes Bananes,251.0,10.8,1.7,0.5,0.0026,0.07,-5.0,a
224582,Champagne,,,,,,,,
226124,Sauce vinaigrette,1935.0,2.6,,0.0,0.8661417322834649,5.6,19.0,e
114694,La Pintade Les Éleveurs de nos Régions,821.0,0.0,,20.0,0.0393700787401575,3.3,0.0,b
348041,Planta Fin Doux,2234.0,0.5,0.5,0.5,0.133858267716535,24.0,13.0,d
199082,Rôti de dinde cuit 100% filet* - 4 tranches,445.0,1.0,,23.0,0.708661417322835,0.3,3.0,c
216125,Filets de thon au naturel,,,,,,,,
256986,Amandes émondées,2521.0,4.2,9.0,24.0,0.0078740157480315,4.1,6.0,c
300031,Kellogg's Barrette Mandorle Frutta GR128,1879.0,37.0,4.9,8.9,0.137795275590551,5.0,13.0,d
208798,Gaufres fourrage au miel ,1823.0,41.0,,5.4,0.47244094488189003,11.0,29.0,e
114015,Merguez - 6 pièces,,,,,,,,
