,product_name,energy_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g,saturated-fat_100g,nutrition-score-fr_100g,nutrition_grade_fr
214363,Adelie Donatelo C.brule,1067.0,25.5,,1.4,0.0669291338582677,10.9,18.0,d
262652,Sojami À Tartiner Basilic,681.0,0.1,0.7,10.7,0.63,2.95,5.0,c
192807,Taboulé Persil & Menthe à la libanaise,493.0,2.3,1.6,3.7,0.31496062992126,0.3,0.0,b
235233,Sirop de mirabelle,1402.0,83.0,0.0,0.0,0.0,0.0,20.0,e
226813,Chips aux 3 pommes de terre,1966.0,1.2,5.7,6.1,0.551181102362205,2.4,8.0,c
247781,Sablés noisettes ,,,,,,,,
351186,Chiken curry,2105.0,3.3,0.0,7.5,1.3385826771653502,11.3,26.0,e
212506,"Toogood kids ketchup, sans gluten",1674.0,6.3,3.1,6.7,0.62992125984252,9.0,15.0,d
300595,Mydiet,1611.0,4.3,3.1,76.0,0.807086614173228,1.3,9.0,c
238075,Les Petits Beaujolais des Gourmets,2174.0,8.0,,29.0,0.31496062992126,28.4,15.0,d
259307,Figues sèches,1100.0,50.0,11.0,3.0,0.054000000000000006,,,
306978,Hummus,1021.0,0.9,9.5,5.7,0.3543307086614171,2.3,0.0,b
210556,Coq'ailes a la Mexicaine MAITRE COQ,828.0,1.2,,20.0,0.551181102362205,3.1,11.0,d
290763,Viva Vital Walnusskerne Aus Kalifornien,2636.0,6.2,,18.0,0.0078740157480315,6.2,14.0,d
201993,Vodka,,,,,,,,
270881,Tomates cerises rondes,,,,,,,,
262816,Couscous aux épices,1483.0,3.5,,13.0,0.62992125984252,0.6,5.0,c
270730,Yaourts nature,180.0,4.7,,3.7,0.0511811023622047,0.7,-1.0,a
199562,Calissons du Roy René,,,,,,,,
241520,Sauce tomate basilic,269.0,5.3,2.3,1.4,0.39,0.6,2.0,b
203099,Golden muesli Dattes & Noix Coco,1623.0,12.0,9.0,11.0,0.0,5.0,0.0,b
232749,Gros Flocons d'Avoine,1589.0,1.0,11.5,11.1,0.00393700787401575,1.3,-5.0,a
223623,cafe moulu - tradition - corsé,,,,,,,,
205269,Tartare,567.0,3.4,,16.0,0.452755905511811,1.9,2.0,b
213995,Jus d'orange à base de concentré,201.0,9.6,0.5,1.1,0.00393700787401575,0.1,4.0,c
259164,Pulpe de tomates en dés,96.0,3.0,1.0,1.3,0.0393700787401575,0.0,-6.0,a
305334,Gaufre Suzy 400G 8X1 Pièce,1841.0,29.4,0.9,5.0,0.23622047244094502,10.5,22.0,e
1620,Blueberry Muffins,1364.0,21.0,1.8,4.9,0.16929133858267698,1.4,5.0,c
334519,Mélange riz et quinoa bio baies de goji curcuma Geovita,1531.0,1.5,4.4,9.7,0.0,3.3,-3.0,a
220233,"Boisson au the a la peche U, bouteille plastique de",109.0,6.1,,0.1,0.0196850393700787,0.0,9.0,d
212289,Biscuits vitalité Soja Orange,1895.0,23.0,5.6,12.0,0.248031496062992,3.8,10.0,c
219346,Emmental français,1619.0,0.1,0.0,27.0,0.15748031496063,20.0,10.0,c
246471,Abrikozentaartjes - Tartelettes à l'abricot,1870.0,30.2,0.0,5.2,0.18897637795275601,8.3,21.0,e
322366,Dessert Corsé,2263.0,35.0,7.4,7.2,0.0393700787401575,23.2,18.0,d
222602,Tartines craquantes au froment 250 g,1628.0,6.6,3.9,10.5,0.688976377952756,0.5,7.0,c
240076,CURLY,2042.0,1.4,0.0,12.7,0.669291338582677,3.2,16.0,d
201900,Thé Ventre plat - Digestion ,,,,,,,,
201104,Fraise Framboise,,,,,,,,
230332,Emiettes thon chorizo Gastromer,1050.0,2.5,,13.0,0.6181102362204721,3.2,12.0,d
328404,Côte d'or,2218.0,53.5,7.5,5.1,0.00393700787401575,18.5,21.0,e
267946,Délice en morceaux poire williams,276.0,14.0,2.7,0.5,0.0393700787401575,0.0,0.0,b
255843,Soupe Mouliné de Légumes Verts Bio,80.0,1.1,0.9,0.7,0.24,0.1,0.0,b
271007,Mangue,,,,,,,,
257277,Couscous de blé complet,1525.0,3.0,6.0,13.0,0.00393700787401575,0.4,-6.0,a
348953,Dynamite goût fraise,1479.0,63.0,,2.1,0.0118110236220472,1.1,15.0,d
197714,"Port Salut (28,5 % MG)",1420.0,0.5,,21.5,0.62992125984252,19.0,15.0,d
328726,Daim Mini,2259.0,59.5,1.3,3.0,0.326771653543307,16.5,28.0,e
253526,Médaillons saveur Crabe,516.0,2.4,,6.7,0.748031496062992,0.5,5.0,c
274544,Sucre de fleur de coco,1586.0,0.0,,0.0,0.0,0.0,4.0,c
200623,Arlequin Original,1607.0,58.0,,,0.00393700787401575,0.0,,
275346,"Petites seiches nettoyées, surgelées",331.0,0.0,0.0,16.0,0.1,0.1,-4.0,a
250546,Crevettes entières,,,,,,,,
298010,Belvoir Raspberry Lemonade 250Ml,163.0,9.5,0.0,0.0,0.0,0.0,2.0,b
270764,Champignons de Paris Pieds et morceaux Tous les jours Casino,64.0,0.0,2.1,2.2,0.276,0.0,0.0,b
218792,"Sablés Nappés Au Chocolat Noir U,",2088.0,25.1,3.1,6.9,0.19685039370078697,13.1,19.0,e
221846,Soupe de Poissons du Pêcheur + Rouille,,,,,,,,
218458,9 tartelettes ,,,,,,,,
303781,Prosciutto cotto alle erbe,477.0,0.5,0.0,19.0,1.8700787401574799,1.3,12.0,d
241574,Chocolat au lait bio Monoprix,2366.0,45.0,2.8,8.3,0.1,24.0,24.0,e
239175,Petits Filous FRuits Mixés,393.0,11.4,0.1,5.3,0.0511811023622047,0.0,0.0,b
276398,Betteraves rouges cuites et épluchées,,,,,,,,
233536,Tropical-Framboise-Citron Glace,356.0,17.7,0.1,0.1,3.93700787401575e-05,0.0001,4.0,c
198092,1664,201.0,0.08,0.0,0.5,0.00393700787401575,0.0,,
181223,Infusion Cerises-hibiscus,10.0,0.5,0.5,0.5,0.00393700787401575,0.1,2.0,c
228320,Paniers feuilletés noix de Saint-Jacques* ,1029.0,3.6,,6.8,0.358267716535433,9.6,15.0,d
256416,Foie gras de Canard entier du Sud-Ouest au Sauternes,2329.0,0.7,,6.6,0.47244094488189003,25.0,21.0,e
219861,Sablés fourrés Cacao,2105.0,40.0,3.0,6.0,0.1,7.0,17.0,d
246805,Café soluble,,,,,,,,
268902,Brochettes Bœuf Haché Mexicaine,1205.0,0.6,,15.0,0.393700787401575,7.6,14.0,d
202940,Apéro Cracks Fins & Croustillants goût Nature,1897.0,6.5,3.4,6.5,0.9448818897637801,2.4,14.0,d
226700,Biscuit LP Langues De Chat,1828.0,45.0,,5.4,0.255905511811024,2.8,18.0,d
243354,Brioche pain perdu,1067.0,15.7,,7.5,0.25984251968503896,5.9,13.0,d
342006,Saucisson et chorizo,,,,,0.0,,,
330243,Capsules de café torréfié et moulu,,,,,,,,
203391,Gâche,1634.0,16.2,,8.9,0.358267716535433,11.6,20.0,e
181331,Kiwi Bio,,,,,,,,
308008,Chocolat Superfruit NewTree,2069.0,28.1,23.4,5.3,0.005,20.2,17.0,d
199221,Le Supérieur Nature,464.0,0.7,,22.0,0.708661417322835,0.8,3.0,c
251740,Breizh Agrum,163.0,8.8,,0.5,0.00393700787401575,0.5,12.0,e
207396,Velouté de Tomates,146.0,3.7,1.7,0.7,0.248031496062992,0.4,0.0,b
301606,Precieux au caramel,1652.0,30.6,1.3,3.6,0.23622047244094502,13.4,21.0,e
263887,Tarama aux oeuf de cabillaud,2109.0,1.0,,5.3,0.5118110236220471,4.4,15.0,d
224849,Coffee l337,,,,,,,,
297431,Meridian Natural Smooth Peanut Butter - No Added Sugar And No Added Salt,2494.0,5.9,8.5,29.6,0.0,8.2,11.0,d
207397,Velouté Poireaux Pommes de terre,159.0,1.1,1.0,0.7,0.2,0.6,1.0,b
258878,"Déli'Light yaourt aux fruits (cerise, mûre, fraise, ananas, abricot, citron)",167.0,5.3,0.5,4.1,0.0590551181102362,0.0,-1.0,a
231835,Huile De Tournesol Végétale 2 Litre,3766.0,0.0,0.0,0.0,0.0,10.0,11.0,d
251046,Les Sablés du Mont Saint-Michel,2114.0,25.1,,6.4,0.0984251968503937,15.9,22.0,e
215837,Ecrasé de pommes de terre,670.0,0.5,,1.5,0.16929133858267698,2.3,4.0,c
27442,Barra De Chocolate Godiva Ao Leite C / Pistache,2427.0,42.0,,11.2,0.0748031496062992,18.0,26.0,e
275158,Eau de source Matouba,0.0,0.0,0.0,0.0,0.27952755905511795,0.0,3.0,c
220119,Farfalles,1498.0,3.3,3.0,11.0,0.0,0.2,-5.0,a
204067,Galette riz choco orange,1933.0,24.0,4.2,8.2,0.0,10.0,14.0,d
233523,Glaces vanille fraise Barbie,577.0,20.0,0.5,1.5,0.0393700787401575,2.8,7.0,c
241848,Sandwich Jambon Crudité,783.0,2.2,,9.0,0.5118110236220471,2.0,3.0,c
211095,Maxi Thon œuf salade,1003.0,1.7,,10.0,0.393700787401575,1.3,2.0,b
272454,Thon Blanc au Naturel,565.0,0.0,0.0,28.4,0.47244094488189003,2.4,3.0,c
223163,Pâtes de fruits d'Auvergne 5 saveurs,1616.0,78.7,1.0,0.5,0.32,0.0,11.0,d
298702,"Smoothie purs fruits Kiwi, Pomme & Ananas",212.0,10.0,1.5,0.3,0.0,0.0,3.0,c
227222,Jeunes pousses de roquette,129.0,3.9,,2.6,0.0,0.0,-6.0,a
338105,Crousti' Avoine,1851.0,21.3,5.2,8.8,0.0590551181102362,4.2,8.0,c
246642,Magret de Canard de Gascogne séché tranché,,,,,,,,
256024,Duo oeufs de lompe rouge & noir,335.0,,,10.0,1.96850393700787,0.7,,
268583,Bobun,799.0,2.4,1.9,7.6,0.0393700787401575,1.9,-3.0,a
236301,6 Böreks,1041.0,1.9,2.5,8.7,0.5118110236220471,5.7,10.0,c
349465,Heinz Mayonesa Elaborada Con Huevos De Gallinas Camperas,2694.0,1.5,0.0,0.8,0.397637795275591,11.0,22.0,e
254609,Le mojito / Viva mojito,189.0,11.0,,0.5,0.00393700787401575,0.0,15.0,e
178257,Brazer®,,,,,,,0.0,b
199164,Fleuron de canard (+10% gratuit),1975.0,1.2,,8.7,0.47244094488189003,21.0,20.0,e
252804,Amandes grillées - Apéros du Vieux Bistrot,2707.0,1.1,12.0,25.0,0.78740157480315,4.0,14.0,d
206409,Filet de 20 Boules Coco,1841.0,77.0,4.0,3.0,0.0078740157480315,11.5,20.0,e
184035,Expresso,1318.0,2.0,,21.0,0.31496062992126,0.2,15.0,e
208695,7 mini gateaux fourrage a la puree d’abricot,1707.0,37.0,,3.8,0.299212598425197,1.4,17.0,d
193091,Cornichons Aigres-doux au vinaigre de cidre Bio,102.0,2.0,2.0,1.3,0.8267716535433071,0.0,2.0,b
312285,Faux Gras,,,,,,,,
209557,Emmental rape,1561.0,0.9,0.0,27.0,0.31496062992126,21.0,12.0,d
276741,Bresse,,,,,,,,
226091,Mouliné de légumes,141.0,0.8,1.5,0.5,0.24,0.3,0.0,b
221541,Bâtonnets de surimi,488.0,3.0,0.5,6.9,0.708661417322835,0.5,4.0,c
302228,miel Crétois,,,,,,,,
214628,Rillettes de Poulet Rôti,1463.0,0.5,,16.0,0.46456692913385794,10.0,18.0,d
221192,Baguette sans gluten,955.0,1.6,6.6,1.4,0.47244094488189003,0.6,2.0,b
260409,Escalope de Dinde Milanaise et Spaghetti Sauce Basilic,590.0,2.5,1.9,7.3,0.295275590551181,0.6,-2.0,a
124102,Poche Amandes Au Chaudron,2489.0,29.2,0.0,6.0,0.015748031496063,34.7,23.0,e
322907,Purée en flocons crème & noix muscade Mousline,1515.0,3.3,6.3,7.3,0.9448818897637801,2.6,11.0,d
238526,Mes Lunettes de Romans à la framboise,,,,,,,,
204056,Destock concentré ananas à l'extrait citrus aurantium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
202886,"Twinuts saveur Mexicaine (lot de 2, +10% gratuit)",2268.0,6.4,5.8,15.0,0.8267716535433071,5.1,16.0,d
298940,Tesco Everyday Value Crunchy Peanut Butter 340G,2628.0,3.7,8.9,23.8,0.275590551181102,6.9,11.0,d
265629,Thé Pêche Light,2.0,0.0,0.0,0.1,0.00984,0.0,1.0,b
279853,Lindt Weihnachts-kostbarkeiten,2280.0,48.0,0.0,7.7,0.220472440944882,17.0,28.0,e
332365,Parmesan Rape Sachet,1640.0,0.0,0.0,33.0,0.62992125984252,18.7,20.0,e
243613,Sauce Pesto Alla Genovese,1453.0,2.3,2.4,3.8,0.9842519685039369,5.4,16.0,d
225318,"Foie De Morue, Pack De 2 Boîtes De 121 Grammes, Marque Connétable",1632.0,0.0,,9.0,2.3622047244094504,6.0,19.0,e
235434,Nectar de goyave,187.0,11.0,,0.0,0.0,0.0,15.0,e
285531,Puszta Feuer Würz Zauber,979.0,21.3,,9.0,13.740157480315,1.6,17.0,d
252859,Bocal 25CL Granini Pamplemousse,172.0,9.1,0.0,0.5,0.0393700787401575,0.2,2.0,b
264779,Betteraves rouges,180.0,6.7,2.3,2.3,0.0590551181102362,0.1,-3.0,a
180070,Rillettes de la mer / thon,1159.0,0.3,0.0,20.0,0.393700787401575,2.2,4.0,c
204090,Milical Go Repas Minceur Coupelle Vanille Caramel 210G,887.0,18.0,,13.0,0.19685039370078697,0.6,2.0,b
269986,Rooïbos Nature,,,,,,,,
235136,"Saint-Jacques Gratinées*-Fondue de poireaux et pommes de terre, Surgelées",318.0,1.9,1.3,4.0,0.295275590551181,1.9,1.0,b
236499,Paris-Brest,1498.0,16.0,1.3,6.1,0.09448818897637801,13.0,17.0,d
209068,Tartine craquantes Riz & Maïs,1527.0,5.0,0.0,7.2,0.23622047244094502,0.3,3.0,c
183298,Julienne De Bacon,473.0,1.0,0.0,20.6,1.5748031496063,1.2,12.0,d
129420,Chinchin Lychee Grass Jelly Drink 24 11 FL Oz,167.0,9.2,0.0,0.0,0.19685039370078697,0.0,4.0,c
235286,8 Briochettes aux petits carrés de Chocolat,1519.0,18.5,,7.7,0.3543307086614171,9.7,20.0,e
246686,Petits Beurres Demi-Sel,3038.0,0.6,0.0,0.8,0.78740157480315,57.0,27.0,e
198141,Compote Pommes Fraises Allégée En Sucre Les Berlingos,276.0,15.3,1.3,0.4,0.0,0.0,2.0,b
226506,20 sucettes,1649.0,62.0,0.0,0.0,0.0,0.0,14.0,d
269881,Kabanos Small,1276.0,0.0,,18.0,0.590551181102362,8.0,16.0,d
243535,"Profiteroles, nappées sauce chocolat",1105.0,17.1,2.8,5.9,0.0748031496062992,8.9,11.0,d
258929,Fourré Chocolat,2070.0,35.0,3.5,7.0,0.215,11.0,21.0,e
256978,"Cereale infantile instantanee saveur cacao, 8M",1598.0,20.0,5.0,11.0,0.0031496062992126,0.5,-2.0,a
197560,Olives vertes denoyautees,669.0,6.5,6.0,0.6,1.7716535433070901,3.9,10.0,c
337822,Tic tac,1648.0,91.3,,0.0,0.0118110236220472,0.6,14.0,d
227185,Pizza chorizo pâte fine,1012.0,3.2,2.6,10.0,0.47244094488189003,4.7,9.0,c
313590,"Sauce Teriyaki, marinade et sauce",753.0,29.6,0.0,3.9,2.99212598425197,0.0,18.0,d
205360,Toast Burger,1011.0,4.6,,12.0,0.47244094488189003,4.2,13.0,d
209149,Cookies aux pépites gourmandes,2064.0,34.0,,5.2,0.433070866141732,9.4,26.0,e
223704,Veloute de potiron,167.0,2.2,0.0,0.7,0.19685039370078697,1.5,3.0,c
149363,Dessert végétal myrtille,653.0,7.8,0.6,1.7,0.0354330708661417,8.6,9.0,c
277922,Barre Femme Performance Orange-cajou-reine des prés,1406.0,40.9,13.8,7.7,0.0,3.9,11.0,d
244328,Blanquette De Veau Sauce À La Creme,531.0,0.6,1.3,7.4,0.271653582677165,1.4,0.0,b
249527,Pimientos del Piquillo,91.9,,1.0,1.0,0.29,,,
344667,Sucre Roux de Canne,1674.0,100.0,0.0,0.0,0.0,0.0,14.0,d
227504,Salade casarecce poulet câpres,619.0,1.3,,7.1,0.393700787401575,0.6,1.0,b
267343,"Velouté patates douces, aubergines et pointe de crème fraîche",170.0,3.0,1.0,0.8,0.2,0.7,1.0,b
306427,UFO's,,,,,,,,
355839,Lait De Soja,209.0,7.7,0.0,2.0,0.00393700787401575,0.2,0.0,b
332536,Tomates pelées en cube ELVEA,92.0,3.0,1.0,1.3,0.0118110236220472,0.0,-1.0,a
246616,Crème Dessert au Chocolat,473.0,15.5,,2.1,0.078740157480315,1.7,4.0,c
261947,Flocons D'avoine,1556.0,1.1,9.3,13.0,0.00393700787401575,1.6,-5.0,a
355245,Chocolat au caramel citron,2790.0,26.8,,4.5,0.0393700787401575,35.1,23.0,e
214980,L'onctueux tirmisu speculoos,1199.0,24.1,2.0,4.2,0.0905511811023622,9.6,16.0,d
185345,Saint nectaire laitier,,,,,,,,
230099,Poulet basquaise bio,310.0,2.4,,11.0,0.137795275590551,0.5,-4.0,a
177295,Vinaigrette,,,,,,,,
178176,Boulettes sauce Tomate,,,,,,,,
186705,Milkshake,318.0,11.0,,3.8,0.0393700787401575,0.9,0.0,b
221970,Coquillettes,1498.0,3.0,3.0,11.5,0.0078740157480315,0.3,-5.0,a
205532,Danao orange/banane/fraise,218.0,11.4,0.0,0.6,0.0,0.0,16.0,e
225264,Sardines à poêler à la Provençale,1076.0,0.0,0.0,18.0,0.393700787401575,9.7,16.0,d
208821,Mini toast Sésame,1702.0,3.1,5.7,13.0,0.748031496062992,1.9,9.0,c
183698,Tête de Moine (33% MG),1646.0,0.1,,25.0,0.905511811023622,19.8,19.0,e
244737,Spirales 3 couleurs blé & quinoa,1488.0,3.0,2.8,10.8,0.00393700787401575,0.4,-4.0,a
240737,Chorizo Doux,,,,,,,,
331370,Datte Deglet Nour,1335.0,72.7,9.4,2.3,0.19685039370078697,0.0,10.0,c
256412,Confiture framboises,1042.0,60.0,2.4,0.7,0.0393700787401575,0.1,10.0,c
241501,Eliche,1476.0,2.9,3.1,12.0,0.031496062992126,0.35,-5.0,a
200742, Eau OGEU Pyrénées,,,,,,,,
242329,Pomme Cassis Framboise,204.0,10.0,,0.0,0.0,0.0,4.0,c
265803,Macaroni,1565.0,3.7,3.6,12.8,0.0,0.4,-6.0,a
241884,Toast Croustillant tomate et mozzarella Bio,1639.0,2.2,12.0,16.0,0.87,3.5,11.0,d
198460,Céleris Râpés,119.0,3.0,2.6,0.8,0.295275590551181,0.1,-5.0,a
209963,Tchaé,17.0,0.4,0.0,0.4,0.0,0.0,,
201839,Coco Pops Chocos,1612.0,29.0,5.0,9.0,0.307086614173228,1.0,8.0,c
215024,"Mon Gourmand Tradition, Jambon Cuit avec un Bouillon De Légumes",457.0,0.8,,21.0,0.8267716535433071,0.9,5.0,c
245648,Chips Campagnardes,2326.0,0.4,3.8,5.2,0.47244094488189003,4.9,10.0,c
235000,Piémontaise au Jambon,,,,,,,,
307721,Chips Bicky 200G,2247.0,3.5,0.0,5.8,0.5118110236220471,3.3,14.0,d
240298,Caviar d'aubergines à l'huile d'olive vierge extra (5%),904.0,4.4,,1.3,0.5118110236220471,2.5,9.0,c
346974,Canasta Gouda,2345.0,23.2,,7.2,0.5,23.8,26.0,e
115416,Éclair chocolat ,,,,,,,,
187700,Gorgonzola DOP (25% MG),1270.0,0.0,,18.6,0.669291338582677,17.5,15.0,d
227176,Mini Blinis,1107.0,8.5,2.7,6.1,0.708661417322835,1.2,9.0,c
177852,Filet de saumon et ratatouille provençale,322.0,,,7.3,0.275590551181102,,,
236397,Minute Maid Orange,192.0,11.0,,0.7,0.0118110236220472,0.0,15.0,e
231730,Pâte feuilletée (lot de 2),1653.0,0.8,1.0,5.9,0.37795275590551203,11.0,17.0,d
246955,Oeufs,,,,,,,,
269013,Lardons Fumés (2 Barquettes) Maxi Format,1039.0,0.6,,17.0,0.9842519685039369,9.0,21.0,e
302296,Hot Choco Drink Light Orange Flavour,159.0,2.0,,1.2,0.0866141732283465,1.8,9.0,d
209936,100% mie natur,1096.0,6.0,2.0,7.5,0.393700787401575,0.3,2.0,b
230467,Mélange pour Potage Minestrone,311.0,2.1,3.0,2.7,0.28740157480315004,0.2,-7.0,a
198443,Champignons de Paris émincés,68.0,0.4,1.7,1.8,0.0196850393700787,0.1,-3.0,a
228985,Mini coeurs  ,,,,,,,,
337333,Jus de fruits au kiwi et coco,322.0,10.4,,0.7,0.00393700787401575,2.8,19.0,e
202028,Raisins De Corinthe Sachet,1226.0,63.1,0.0,2.6,0.015748031496063,0.071,13.0,d
349259,Pop Corn Doux,2222.0,2.0,12.0,10.0,0.00393700787401575,16.0,11.0,d
349581,Les schtroumpfs,1411.0,43.0,,6.6,0.0118110236220472,0.1,13.0,d
196466,Excellence Orange Intense Noir aux amandes effilées,2159.0,46.0,,5.8,0.0393700787401575,17.0,26.0,e
347086,Golden Allumettes,622.0,0.5,2.5,2.5,0.0393700787401575,0.6,-3.0,a
219884,Asperges Vertes moyennes,109.0,0.0,3.0,2.0,0.31496062992126,0.0,-7.0,a
275480,Petit beurre avec du blé complet,1828.0,22.0,5.0,9.5,0.44488188976377896,7.5,15.0,d
227545,Lardons fumés (-35 % de sel),1007.0,0.7,,17.1,0.8267716535433071,7.1,19.0,e
222603,Golden face rosée,,,,,,,,
254764,Jus ananas,335.0,19.0,0.0,0.0,0.0,0.0,10.0,e
192802,Porc grille tex mex haricots rouges & 2 riz,621.0,2.7,2.2,8.4,0.318897637795276,0.1,-4.0,a
258871,Crème dessert chocolat,526.0,15.9,0.9,3.5,0.078740157480315,2.6,3.0,c
193434,"Yaourt au lait entier, sucré et aromatisé (Saveurs : Coco, Fraise des Bois, Vanille, Citron) 8 Pots ",405.0,13.3,0.0,3.1,0.049,2.0,3.0,c
348867,Nutricia Fristi - Trinkyogurt - 1LT.,176.0,7.9,0.0,1.8,0.047244094488189003,0.0,0.0,b
275994,Compote pêche de vigne,,,,,,,,
243065,"St Hubert Oméga 3 (Sel de Mer, Tartine et Cuisson), (50 % MG)",1850.0,0.0,,0.0,0.5118110236220471,14.0,14.0,d
260857,"Mangue en tranches, au sirop",340.0,19.0,0.5,0.3,0.0295275590551181,0.1,0.0,b
348228,Tendre Plaisir Doux,2607.0,0.5,,0.5,0.161417322834646,17.0,11.0,d
252800,Figues sèches Layers,1226.0,52.0,12.0,3.3,0.078740157480315,0.3,8.0,c
254721,Petits fours à l'orange,2100.0,32.8,1.7,5.3,0.18897637795275601,17.9,23.0,e
213319,"Colin d'Alaska à la Bordelaise, Surgelé",509.0,0.5,1.9,9.8,0.358267716535433,2.7,-1.0,a
232892,Muesli Sans Gluten Fruits Rouges - Garanti Sans Gluten,1561.0,80.0,3.0,7.1,0.078740157480315,2.1,12.0,d
189448,Quenelles lyonnaises de brochet,720.0,3.1,1.7,7.4,0.4,1.2,1.0,b
335043,Crinch Wholemeal Crackers,1828.0,1.3,6.1,11.1,0.551181102362205,6.5,12.0,d
270080,Le Jambon bien élevé sans antibiotique sans couenne,464.0,1.0,,22.0,0.610236220472441,0.7,2.0,b
183599,Feta cheese pdo,1134.0,0.1,0.0,17.5,0.78740157480315,15.0,21.0,e
181204,Organic Pesto Flavoured Chips,2155.0,0.7,5.2,7.0,0.5787401574803149,2.8,9.0,c
205551,La Vinaigrette,1695.0,0.4,0.0,0.87,0.5590551181102359,4.6,15.0,d
239125,Yaourts sur lit de caramel Perle de Lait,586.0,12.5,0.1,2.5,0.0551181102362205,5.2,7.0,c
241388,Purée de courgettes à la coriandre,264.0,1.8,1.4,2.5,0.216535433070866,2.5,2.0,b
218809,Barquette fraise,1500.0,53.3,1.6,4.8,0.21,0.8,14.0,d
304080,Cereal Flakes,1728.0,23.0,3.9,8.8,0.346456692913386,3.9,11.0,d
225271,Sardines au Piment de Cayenne,919.0,0.0,0.0,22.0,0.393700787401575,3.3,4.0,c
329138,Les frenchips,1879.0,5.2,5.3,6.1,0.437007874015748,1.8,6.0,c
350523,Sorbet fruit de la passion,590.0,28.0,,0.6,0.021259842519685,0.5,7.0,c
199779,The Pik Box,1504.0,51.0,,6.0,0.0669291338582677,0.1,14.0,d
332318,290G Ketchup Classique Bio Sacla,385.0,18.6,0.0,1.4,0.590551181102362,0.0,11.0,d
237369,Tajine de boeuf aux légumes du soleil ,509.0,3.1,2.2,4.8,0.31496062992126,1.3,0.0,b
308853,Fibramix,1536.0,5.8,46.7,17.0,0.0433070866141732,2.2,-3.0,a
202817,Chips à l'ancienne nature,2490.0,0.4,4.0,6.0,0.5,4.0,10.0,c
193444,"Ferme et Fondant, Vanille Bourbon (0,9 % MG)",311.0,10.0,,3.6,0.078740157480315,0.6,0.0,b
286896,Gourde Pommes Poires Bananes,251.0,11.3,2.2,0.5,0.0196850393700787,0.0,-6.0,a
227060,Pur Jus de pomme,209.0,10.0,,0.0,0.0,0.0,4.0,c
254975,Chocolat Noir Dessert (lot de 2),2176.0,48.0,9.7,6.6,0.0,18.0,21.0,e
273981,Moutarde Au Jus De Truffe Noire,845.0,4.7,0.0,7.5,0.433070866141732,0.6,3.0,c
239674,2 Yaourt Climont Vanille,385.0,5.0,,2.8,0.0137795275590551,0.1,1.0,b
206843,Olives farcies aux amandes,909.0,0.0,4.0,3.7,1.3779527559055098,3.0,9.0,c
232871,Graines de chanvre,1858.0,1.5,29.4,21.6,0.000393700787401575,3.3,-2.0,a
215299,Poulet rôti Crudités Maxi,793.0,2.7,,8.5,0.433070866141732,0.6,1.0,b
250310,Soupe aux choux + plantes & chou Kale,1310.0,28.0,15.0,7.0,2.9960629921259803,0.3,,
274069,Le caramelier,2008.0,42.0,0.0,12.0,0.47244094488189003,12.0,29.0,e
273846,Saindoux pur porc Extra,3700.0,0.0,,0.0,0.0,39.7,15.0,d
284198,Merci Brun Storck 250g,2314.0,47.6,,7.0,0.0511811023622047,19.5,26.0,e
236246,Tarama aux oeufs de cabillaud,2108.0,1.1,,6.5,0.551181102362205,4.0,15.0,d
232367,Crème d' aubergines,611.0,3.6,2.9,1.3,0.24015748031496104,1.5,0.0,b
246399,Haricots verts extra-fins,118.0,0.6,,1.6,0.23622047244094502,0.1,-3.0,a
347956,Fruit d'Or pro-activ (60 % MG) Cuisson & Tartine,2259.0,0.5,0.5,0.5,0.2,12.0,10.0,c
300042,Kellogg's Coco Pops Cereal,1619.0,30.0,3.0,5.5,0.295275590551181,1.0,9.0,c
197609,Coquillettes,1556.0,6.0,3.0,13.5,0.0251968503937008,0.8,-4.0,a
181917,Jambon cru fumé de la forêt noire (XXL) (+25%),997.0,1.0,,25.0,1.96850393700787,6.8,18.0,d
227706,Bleu,1469.0,1.0,,17.0,0.708661417322835,22.0,16.0,d
207963,Moutarde de Dijon,610.0,3.2,2.0,7.5,2.24409448818898,0.6,9.0,c
197844,Bloc Sélection,1577.0,0.0,,25.5,0.8267716535433071,20.5,18.0,d
330698,Taragui Yerba Mate X500GR,255.0,12.0,0.0,3.0,0.0,0.0,17.0,e
247662,Parmentier de Poulet aux petits Legumes,356.0,1.8,0.0,5.3,0.248031496062992,1.7,1.0,b
260326,Yaourt à la Grecque sur lit Mûres et Framboises,529.0,13.0,0.4,2.1,0.031496062992126,4.4,6.0,c
196059,Lait écrémé bio en poudre pour 1 litre reconstitué,151.0,5.2,,3.6,0.0393700787401575,0.05,,
305086,Sucre Vanille,1657.0,98.9,0.0,0.0,0.0,0.0,14.0,d
195826,Pommes Poires Mandarines,208.0,9.0,2.1,0.4,0.0026,0.05,-6.0,a
216694,Les Créations Les Délicieux palmiers feuilletés herbes de Provence 100 g,2088.0,1.8,0.0,9.5,1.13779527559055,17.6,26.0,e
261643,Le rustique,1238.0,1.7,2.6,12.0,0.5196850393700789,7.2,12.0,d
193535,Tartine et creation,971.0,1.5,1.3,13.0,0.5118110236220471,4.0,4.0,c
341924,Dietline Palets Gourmands Choco noisette 3 Sachets De,2029.0,18.0,3.5,28.0,0.23622047244094502,11.0,17.0,d
